,STATION,DATE,DAILY_ENTRIES,day_of_week
1680,238 ST,08/31/2019,2257.0,Saturday
1681,238 ST,09/01/2019,1855.0,Sunday
1682,238 ST,09/02/2019,1618.0,Monday
1683,238 ST,09/03/2019,4376.0,Tuesday
1684,238 ST,09/04/2019,4470.0,Wednesday
1685,238 ST,09/05/2019,4504.0,Thursday
1686,238 ST,09/06/2019,4466.0,Friday
1687,238 ST,09/07/2019,2583.0,Saturday
1688,238 ST,09/08/2019,1933.0,Sunday
1689,238 ST,09/09/2019,4435.0,Monday
1690,238 ST,09/10/2019,4711.0,Tuesday
1691,238 ST,09/11/2019,4588.0,Wednesday
1692,238 ST,09/12/2019,4543.0,Thursday
1693,238 ST,09/13/2019,4648.0,Friday
1694,238 ST,09/14/2019,0.0,Saturday
1695,238 ST,09/15/2019,0.0,Sunday
1696,238 ST,09/16/2019,4217.0,Monday
1697,238 ST,09/17/2019,4548.0,Tuesday
1698,238 ST,09/18/2019,4725.0,Wednesday
1699,238 ST,09/19/2019,4700.0,Thursday
1700,25 AV,08/17/2019,4143.0,Saturday
1701,25 AV,08/18/2019,3333.0,Sunday
1702,25 AV,08/19/2019,4422.0,Monday
1703,25 AV,08/20/2019,4493.0,Tuesday
1704,25 AV,08/21/2019,4339.0,Wednesday
1705,25 AV,08/22/2019,4355.0,Thursday
1706,25 AV,08/23/2019,4249.0,Friday
1707,25 AV,08/24/2019,2827.0,Saturday
1708,25 AV,08/25/2019,2462.0,Sunday
1709,25 AV,08/26/2019,4352.0,Monday
1710,25 AV,08/27/2019,4565.0,Tuesday
1711,25 AV,08/28/2019,4411.0,Wednesday
1712,25 AV,08/29/2019,4612.0,Thursday
1713,25 AV,08/30/2019,4468.0,Friday
1714,25 AV,08/31/2019,2839.0,Saturday
1715,25 AV,09/01/2019,2477.0,Sunday
1716,25 AV,09/02/2019,2216.0,Monday
1717,25 AV,09/03/2019,4642.0,Tuesday
1718,25 AV,09/04/2019,4656.0,Wednesday
1719,25 AV,09/05/2019,5486.0,Thursday
1720,25 AV,09/06/2019,5256.0,Friday
1721,25 AV,09/07/2019,2992.0,Saturday
1722,25 AV,09/08/2019,2447.0,Sunday
1723,25 AV,09/09/2019,5515.0,Monday
1724,25 AV,09/10/2019,5518.0,Tuesday
1725,25 AV,09/11/2019,5651.0,Wednesday
1726,25 AV,09/12/2019,5697.0,Thursday
1727,25 AV,09/13/2019,5562.0,Friday
1728,25 AV,09/14/2019,3013.0,Saturday
1729,25 AV,09/15/2019,2487.0,Sunday
1730,25 AV,09/16/2019,5567.0,Monday
1731,25 AV,09/17/2019,5601.0,Tuesday
1732,25 AV,09/18/2019,5657.0,Wednesday
1733,25 AV,09/19/2019,5822.0,Thursday
1734,25 ST,08/17/2019,2230.0,Saturday
1735,25 ST,08/18/2019,1753.0,Sunday
1736,25 ST,08/19/2019,3227.0,Monday
1737,25 ST,08/20/2019,3469.0,Tuesday
1738,25 ST,08/21/2019,3447.0,Wednesday
1739,25 ST,08/22/2019,3531.0,Thursday
1740,25 ST,08/23/2019,3630.0,Friday
1741,25 ST,08/24/2019,2340.0,Saturday
1742,25 ST,08/25/2019,1885.0,Sunday
1743,25 ST,08/26/2019,3252.0,Monday
1744,25 ST,08/27/2019,3600.0,Tuesday
1745,25 ST,08/28/2019,3511.0,Wednesday
1746,25 ST,08/29/2019,3571.0,Thursday
1747,25 ST,08/30/2019,3496.0,Friday
1748,25 ST,08/31/2019,2125.0,Saturday
1749,25 ST,09/01/2019,1760.0,Sunday
1750,25 ST,09/02/2019,1660.0,Monday
1751,25 ST,09/03/2019,3667.0,Tuesday
1752,25 ST,09/04/2019,3819.0,Wednesday
1753,25 ST,09/05/2019,3988.0,Thursday
1754,25 ST,09/06/2019,3949.0,Friday
1755,25 ST,09/07/2019,1516.0,Saturday
1756,25 ST,09/08/2019,1183.0,Sunday
1757,25 ST,09/09/2019,4019.0,Monday
1758,25 ST,09/10/2019,4145.0,Tuesday
1759,25 ST,09/11/2019,4212.0,Wednesday
1760,25 ST,09/12/2019,4253.0,Thursday
1761,25 ST,09/13/2019,4482.0,Friday
1762,25 ST,09/14/2019,2515.0,Saturday
1763,25 ST,09/15/2019,2071.0,Sunday
1764,25 ST,09/16/2019,4067.0,Monday
1765,25 ST,09/17/2019,4200.0,Tuesday
1766,25 ST,09/18/2019,4321.0,Wednesday
1767,25 ST,09/19/2019,4283.0,Thursday
1768,28 ST,08/17/2019,16091.0,Saturday
1769,28 ST,08/18/2019,12644.0,Sunday
1770,28 ST,08/19/2019,43205.0,Monday
1771,28 ST,08/20/2019,45690.0,Tuesday
1772,28 ST,08/21/2019,46809.0,Wednesday
1773,28 ST,08/22/2019,46462.0,Thursday
1774,28 ST,08/23/2019,41200.0,Friday
1775,28 ST,08/24/2019,15684.0,Saturday
1776,28 ST,08/25/2019,12165.0,Sunday
1777,28 ST,08/26/2019,42446.0,Monday
1778,28 ST,08/27/2019,46314.0,Tuesday
1779,28 ST,08/28/2019,47770.0,Wednesday
1780,28 ST,08/29/2019,45518.0,Thursday
1781,28 ST,08/30/2019,39295.0,Friday
1782,28 ST,08/31/2019,18352.0,Saturday
1783,28 ST,09/01/2019,15391.0,Sunday
1784,28 ST,09/02/2019,13949.0,Monday
1785,28 ST,09/03/2019,46243.0,Tuesday
1786,28 ST,09/04/2019,49260.0,Wednesday
1787,28 ST,09/05/2019,50217.0,Thursday
1788,28 ST,09/06/2019,50380.0,Friday
1789,28 ST,09/07/2019,23195.0,Saturday
1790,28 ST,09/08/2019,17525.0,Sunday
1791,28 ST,09/09/2019,47087.0,Monday
1792,28 ST,09/10/2019,50334.0,Tuesday
1793,28 ST,09/11/2019,50900.0,Wednesday
1794,28 ST,09/12/2019,53089.0,Thursday
1795,28 ST,09/13/2019,48436.0,Friday
1796,28 ST,09/14/2019,17763.0,Saturday
1797,28 ST,09/15/2019,14160.0,Sunday
1798,28 ST,09/16/2019,47382.0,Monday
1799,28 ST,09/17/2019,50957.0,Tuesday
1800,28 ST,09/18/2019,51752.0,Wednesday
1801,28 ST,09/19/2019,51860.0,Thursday
1802,3 AV,08/17/2019,2143.0,Saturday
1803,3 AV,08/18/2019,1674.0,Sunday
1804,3 AV,08/19/2019,4599.0,Monday
1805,3 AV,08/20/2019,5116.0,Tuesday
1806,3 AV,08/21/2019,4930.0,Wednesday
1807,3 AV,08/22/2019,4922.0,Thursday
1808,3 AV,08/23/2019,5105.0,Friday
1809,3 AV,08/24/2019,2148.0,Saturday
1810,3 AV,08/25/2019,1671.0,Sunday
1811,3 AV,08/26/2019,4664.0,Monday
1812,3 AV,08/27/2019,4936.0,Tuesday
1813,3 AV,08/28/2019,4885.0,Wednesday
1814,3 AV,08/29/2019,5082.0,Thursday
1815,3 AV,08/30/2019,4076.0,Friday
1816,3 AV,08/31/2019,1747.0,Saturday
1817,3 AV,09/01/2019,1486.0,Sunday
1818,3 AV,09/02/2019,1449.0,Monday
1819,3 AV,09/03/2019,5116.0,Tuesday
1820,3 AV,09/04/2019,5238.0,Wednesday
1821,3 AV,09/05/2019,5563.0,Thursday
1822,3 AV,09/06/2019,5786.0,Friday
1823,3 AV,09/07/2019,2822.0,Saturday
1824,3 AV,09/08/2019,2055.0,Sunday
1825,3 AV,09/09/2019,5379.0,Monday
1826,3 AV,09/10/2019,5767.0,Tuesday
1827,3 AV,09/11/2019,5783.0,Wednesday
1828,3 AV,09/12/2019,5871.0,Thursday
1829,3 AV,09/13/2019,6166.0,Friday
1830,3 AV,09/14/2019,18.0,Saturday
1831,3 AV,09/15/2019,6.0,Sunday
1832,3 AV,09/16/2019,5215.0,Monday
1833,3 AV,09/17/2019,5808.0,Tuesday
1834,3 AV,09/18/2019,5610.0,Wednesday
1835,3 AV,09/19/2019,5629.0,Thursday
1836,3 AV 138 ST,08/17/2019,4544.0,Saturday
1837,3 AV 138 ST,08/18/2019,3616.0,Sunday
1838,3 AV 138 ST,08/19/2019,7105.0,Monday
1839,3 AV 138 ST,08/20/2019,7671.0,Tuesday
1840,3 AV 138 ST,08/21/2019,7471.0,Wednesday
1841,3 AV 138 ST,08/22/2019,7619.0,Thursday
1842,3 AV 138 ST,08/23/2019,7460.0,Friday
1843,3 AV 138 ST,08/24/2019,4571.0,Saturday
1844,3 AV 138 ST,08/25/2019,3539.0,Sunday
1845,3 AV 138 ST,08/26/2019,7366.0,Monday
1846,3 AV 138 ST,08/27/2019,7779.0,Tuesday
1847,3 AV 138 ST,08/28/2019,7991.0,Wednesday
1848,3 AV 138 ST,08/29/2019,8004.0,Thursday
1849,3 AV 138 ST,08/30/2019,7904.0,Friday
1850,3 AV 138 ST,08/31/2019,4974.0,Saturday
1851,3 AV 138 ST,09/01/2019,3844.0,Sunday
1852,3 AV 138 ST,09/02/2019,3600.0,Monday
1853,3 AV 138 ST,09/03/2019,8000.0,Tuesday
1854,3 AV 138 ST,09/04/2019,8178.0,Wednesday
1855,3 AV 138 ST,09/05/2019,8496.0,Thursday
1856,3 AV 138 ST,09/06/2019,8826.0,Friday
1857,3 AV 138 ST,09/07/2019,0.0,Saturday
1858,3 AV 138 ST,09/08/2019,0.0,Sunday
1859,3 AV 138 ST,09/09/2019,8395.0,Monday
1860,3 AV 138 ST,09/10/2019,8993.0,Tuesday
1861,3 AV 138 ST,09/11/2019,8807.0,Wednesday
1862,3 AV 138 ST,09/12/2019,8797.0,Thursday
1863,3 AV 138 ST,09/13/2019,9130.0,Friday
1864,3 AV 138 ST,09/14/2019,4284.0,Saturday
1865,3 AV 138 ST,09/15/2019,3764.0,Sunday
1866,3 AV 138 ST,09/16/2019,8724.0,Monday
1867,3 AV 138 ST,09/17/2019,9014.0,Tuesday
1868,3 AV 138 ST,09/18/2019,9166.0,Wednesday
1869,3 AV 138 ST,09/19/2019,9101.0,Thursday
1870,3 AV-149 ST,08/17/2019,10868.0,Saturday
1871,3 AV-149 ST,08/18/2019,7197.0,Sunday
1872,3 AV-149 ST,08/19/2019,18804.0,Monday
1873,3 AV-149 ST,08/20/2019,19702.0,Tuesday
1874,3 AV-149 ST,08/21/2019,19255.0,Wednesday
1875,3 AV-149 ST,08/22/2019,19471.0,Thursday
1876,3 AV-149 ST,08/23/2019,19941.0,Friday
1877,3 AV-149 ST,08/24/2019,10819.0,Saturday
1878,3 AV-149 ST,08/25/2019,7349.0,Sunday
1879,3 AV-149 ST,08/26/2019,18648.0,Monday
1880,3 AV-149 ST,08/27/2019,19668.0,Tuesday
1881,3 AV-149 ST,08/28/2019,19435.0,Wednesday
1882,3 AV-149 ST,08/29/2019,19794.0,Thursday
1883,3 AV-149 ST,08/30/2019,20938.0,Friday
1884,3 AV-149 ST,08/31/2019,1105.0,Saturday
1885,3 AV-149 ST,09/01/2019,505.0,Sunday
1886,3 AV-149 ST,09/02/2019,8679.0,Monday
1887,3 AV-149 ST,09/03/2019,20446.0,Tuesday
1888,3 AV-149 ST,09/04/2019,21365.0,Wednesday
1889,3 AV-149 ST,09/05/2019,22403.0,Thursday
1890,3 AV-149 ST,09/06/2019,22397.0,Friday
1891,3 AV-149 ST,09/07/2019,12857.0,Saturday
1892,3 AV-149 ST,09/08/2019,9155.0,Sunday
1893,3 AV-149 ST,09/09/2019,22845.0,Monday
1894,3 AV-149 ST,09/10/2019,23362.0,Tuesday
1895,3 AV-149 ST,09/11/2019,23048.0,Wednesday
1896,3 AV-149 ST,09/12/2019,22974.0,Thursday
1897,3 AV-149 ST,09/13/2019,24260.0,Friday
1898,3 AV-149 ST,09/14/2019,11990.0,Saturday
1899,3 AV-149 ST,09/15/2019,8291.0,Sunday
1900,3 AV-149 ST,09/16/2019,22532.0,Monday
1901,3 AV-149 ST,09/17/2019,23598.0,Tuesday
1902,3 AV-149 ST,09/18/2019,23921.0,Wednesday
1903,3 AV-149 ST,09/19/2019,23599.0,Thursday
1904,30 AV,08/17/2019,8760.0,Saturday
1905,30 AV,08/18/2019,6375.0,Sunday
1906,30 AV,08/19/2019,16933.0,Monday
1907,30 AV,08/20/2019,17430.0,Tuesday
1908,30 AV,08/21/2019,17790.0,Wednesday
1909,30 AV,08/22/2019,17970.0,Thursday
1910,30 AV,08/23/2019,17137.0,Friday
1911,30 AV,08/24/2019,10745.0,Saturday
1912,30 AV,08/25/2019,8262.0,Sunday
1913,30 AV,08/26/2019,17121.0,Monday
1914,30 AV,08/27/2019,18447.0,Tuesday
1915,30 AV,08/28/2019,18333.0,Wednesday
1916,30 AV,08/29/2019,18772.0,Thursday
1917,30 AV,08/30/2019,17262.0,Friday
1918,30 AV,08/31/2019,10203.0,Saturday
1919,30 AV,09/01/2019,8566.0,Sunday
1920,30 AV,09/02/2019,7170.0,Monday
1921,30 AV,09/03/2019,18425.0,Tuesday
1922,30 AV,09/04/2019,19208.0,Wednesday
1923,30 AV,09/05/2019,20074.0,Thursday
1924,30 AV,09/06/2019,19638.0,Friday
1925,30 AV,09/07/2019,12360.0,Saturday
1926,30 AV,09/08/2019,8949.0,Sunday
1927,30 AV,09/09/2019,19577.0,Monday
1928,30 AV,09/10/2019,20559.0,Tuesday
1929,30 AV,09/11/2019,20642.0,Wednesday
1930,30 AV,09/12/2019,20606.0,Thursday
1931,30 AV,09/13/2019,20577.0,Friday
1932,30 AV,09/14/2019,7925.0,Saturday
1933,30 AV,09/15/2019,5574.0,Sunday
1934,30 AV,09/16/2019,19637.0,Monday
1935,30 AV,09/17/2019,20638.0,Tuesday
1936,30 AV,09/18/2019,20809.0,Wednesday
1937,30 AV,09/19/2019,20942.0,Thursday
1938,33 ST,08/17/2019,12795.0,Saturday
1939,33 ST,08/18/2019,9779.0,Sunday
1940,33 ST,08/19/2019,26008.0,Monday
1941,33 ST,08/20/2019,28010.0,Tuesday
1942,33 ST,08/21/2019,28213.0,Wednesday
1943,33 ST,08/22/2019,28507.0,Thursday
1944,33 ST,08/23/2019,25732.0,Friday
1945,33 ST,08/24/2019,12718.0,Saturday
1946,33 ST,08/25/2019,9660.0,Sunday
1947,33 ST,08/26/2019,26189.0,Monday
1948,33 ST,08/27/2019,27896.0,Tuesday
1949,33 ST,08/28/2019,28289.0,Wednesday
1950,33 ST,08/29/2019,27614.0,Thursday
1951,33 ST,08/30/2019,23863.0,Friday
1952,33 ST,08/31/2019,11413.0,Saturday
1953,33 ST,09/01/2019,9378.0,Sunday
1954,33 ST,09/02/2019,8284.0,Monday
1955,33 ST,09/03/2019,28125.0,Tuesday
1956,33 ST,09/04/2019,29578.0,Wednesday
1957,33 ST,09/05/2019,30603.0,Thursday
1958,33 ST,09/06/2019,30313.0,Friday
1959,33 ST,09/07/2019,13506.0,Saturday
1960,33 ST,09/08/2019,9923.0,Sunday
1961,33 ST,09/09/2019,29736.0,Monday
1962,33 ST,09/10/2019,31189.0,Tuesday
1963,33 ST,09/11/2019,31017.0,Wednesday
1964,33 ST,09/12/2019,33527.0,Thursday
1965,33 ST,09/13/2019,29424.0,Friday
1966,33 ST,09/14/2019,7415.0,Saturday
1967,33 ST,09/15/2019,5754.0,Sunday
1968,33 ST,09/16/2019,28917.0,Monday
1969,33 ST,09/17/2019,31183.0,Tuesday
1970,33 ST,09/18/2019,31732.0,Wednesday
1971,33 ST,09/19/2019,31949.0,Thursday
1972,33 ST-RAWSON ST,08/17/2019,1962.0,Saturday
1973,33 ST-RAWSON ST,08/18/2019,1197.0,Sunday
1974,33 ST-RAWSON ST,08/19/2019,7254.0,Monday
1975,33 ST-RAWSON ST,08/20/2019,7399.0,Tuesday
1976,33 ST-RAWSON ST,08/21/2019,7266.0,Wednesday
1977,33 ST-RAWSON ST,08/22/2019,7239.0,Thursday
1978,33 ST-RAWSON ST,08/23/2019,6615.0,Friday
1979,33 ST-RAWSON ST,08/24/2019,2328.0,Saturday
1980,33 ST-RAWSON ST,08/25/2019,1408.0,Sunday
1981,33 ST-RAWSON ST,08/26/2019,6679.0,Monday
1982,33 ST-RAWSON ST,08/27/2019,7038.0,Tuesday
1983,33 ST-RAWSON ST,08/28/2019,7366.0,Wednesday
1984,33 ST-RAWSON ST,08/29/2019,7202.0,Thursday
1985,33 ST-RAWSON ST,08/30/2019,5965.0,Friday
1986,33 ST-RAWSON ST,08/31/2019,1942.0,Saturday
1987,33 ST-RAWSON ST,09/01/2019,1254.0,Sunday
1988,33 ST-RAWSON ST,09/02/2019,1373.0,Monday
1989,33 ST-RAWSON ST,09/03/2019,7744.0,Tuesday
1990,33 ST-RAWSON ST,09/04/2019,7836.0,Wednesday
1991,33 ST-RAWSON ST,09/05/2019,10342.0,Thursday
1992,33 ST-RAWSON ST,09/06/2019,9578.0,Friday
1993,33 ST-RAWSON ST,09/07/2019,2730.0,Saturday
1994,33 ST-RAWSON ST,09/08/2019,1548.0,Sunday
1995,33 ST-RAWSON ST,09/09/2019,10165.0,Monday
1996,33 ST-RAWSON ST,09/10/2019,14542.0,Tuesday
1997,33 ST-RAWSON ST,09/11/2019,14246.0,Wednesday
1998,33 ST-RAWSON ST,09/12/2019,14490.0,Thursday
1999,33 ST-RAWSON ST,09/13/2019,10587.0,Friday
2000,33 ST-RAWSON ST,09/14/2019,3385.0,Saturday
2001,33 ST-RAWSON ST,09/15/2019,1673.0,Sunday
2002,33 ST-RAWSON ST,09/16/2019,14124.0,Monday
2003,33 ST-RAWSON ST,09/17/2019,14677.0,Tuesday
2004,33 ST-RAWSON ST,09/18/2019,14281.0,Wednesday
2005,33 ST-RAWSON ST,09/19/2019,14466.0,Thursday
2006,34 ST-HERALD SQ,08/17/2019,80555.0,Saturday
2007,34 ST-HERALD SQ,08/18/2019,66704.0,Sunday
2008,34 ST-HERALD SQ,08/19/2019,117966.0,Monday
2009,34 ST-HERALD SQ,08/20/2019,123769.0,Tuesday
2010,34 ST-HERALD SQ,08/21/2019,124058.0,Wednesday
2011,34 ST-HERALD SQ,08/22/2019,124726.0,Thursday
2012,34 ST-HERALD SQ,08/23/2019,115891.0,Friday
2013,34 ST-HERALD SQ,08/24/2019,79310.0,Saturday
2014,34 ST-HERALD SQ,08/25/2019,70497.0,Sunday
2015,34 ST-HERALD SQ,08/26/2019,117208.0,Monday
2016,34 ST-HERALD SQ,08/27/2019,119815.0,Tuesday
2017,34 ST-HERALD SQ,08/28/2019,120655.0,Wednesday
2018,34 ST-HERALD SQ,08/29/2019,122166.0,Thursday
2019,34 ST-HERALD SQ,08/30/2019,113288.0,Friday
2020,34 ST-HERALD SQ,08/31/2019,69291.0,Saturday
2021,34 ST-HERALD SQ,09/01/2019,62674.0,Sunday
2022,34 ST-HERALD SQ,09/02/2019,56211.0,Monday
2023,34 ST-HERALD SQ,09/03/2019,120259.0,Tuesday
2024,34 ST-HERALD SQ,09/04/2019,124177.0,Wednesday
2025,34 ST-HERALD SQ,09/05/2019,124357.0,Thursday
2026,34 ST-HERALD SQ,09/06/2019,123844.0,Friday
2027,34 ST-HERALD SQ,09/07/2019,74393.0,Saturday
2028,34 ST-HERALD SQ,09/08/2019,59304.0,Sunday
2029,34 ST-HERALD SQ,09/09/2019,122680.0,Monday
2030,34 ST-HERALD SQ,09/10/2019,127387.0,Tuesday
2031,34 ST-HERALD SQ,09/11/2019,126964.0,Wednesday
2032,34 ST-HERALD SQ,09/12/2019,128804.0,Thursday
2033,34 ST-HERALD SQ,09/13/2019,130448.0,Friday
2034,34 ST-HERALD SQ,09/14/2019,76638.0,Saturday
2035,34 ST-HERALD SQ,09/15/2019,65038.0,Sunday
2036,34 ST-HERALD SQ,09/16/2019,121068.0,Monday
2037,34 ST-HERALD SQ,09/17/2019,127106.0,Tuesday
2038,34 ST-HERALD SQ,09/18/2019,130683.0,Wednesday
2039,34 ST-HERALD SQ,09/19/2019,130043.0,Thursday
2040,34 ST-HUDSON YD,08/17/2019,12040.0,Saturday
2041,34 ST-HUDSON YD,08/18/2019,9477.0,Sunday
2042,34 ST-HUDSON YD,08/19/2019,19461.0,Monday
2043,34 ST-HUDSON YD,08/20/2019,20509.0,Tuesday
2044,34 ST-HUDSON YD,08/21/2019,20302.0,Wednesday
2045,34 ST-HUDSON YD,08/22/2019,20872.0,Thursday
2046,34 ST-HUDSON YD,08/23/2019,18981.0,Friday
2047,34 ST-HUDSON YD,08/24/2019,13836.0,Saturday
2048,34 ST-HUDSON YD,08/25/2019,11805.0,Sunday
2049,34 ST-HUDSON YD,08/26/2019,18910.0,Monday
2050,34 ST-HUDSON YD,08/27/2019,20189.0,Tuesday
2051,34 ST-HUDSON YD,08/28/2019,18892.0,Wednesday
2052,34 ST-HUDSON YD,08/29/2019,20521.0,Thursday
2053,34 ST-HUDSON YD,08/30/2019,18563.0,Friday
2054,34 ST-HUDSON YD,08/31/2019,14888.0,Saturday
2055,34 ST-HUDSON YD,09/01/2019,13941.0,Sunday
2056,34 ST-HUDSON YD,09/02/2019,10210.0,Monday
2057,34 ST-HUDSON YD,09/03/2019,18812.0,Tuesday
2058,34 ST-HUDSON YD,09/04/2019,19671.0,Wednesday
2059,34 ST-HUDSON YD,09/05/2019,20448.0,Thursday
2060,34 ST-HUDSON YD,09/06/2019,20686.0,Friday
2061,34 ST-HUDSON YD,09/07/2019,16406.0,Saturday
2062,34 ST-HUDSON YD,09/08/2019,11431.0,Sunday
2063,34 ST-HUDSON YD,09/09/2019,19601.0,Monday
2064,34 ST-HUDSON YD,09/10/2019,19861.0,Tuesday
2065,34 ST-HUDSON YD,09/11/2019,20055.0,Wednesday
2066,34 ST-HUDSON YD,09/12/2019,20122.0,Thursday
2067,34 ST-HUDSON YD,09/13/2019,21232.0,Friday
2068,34 ST-HUDSON YD,09/14/2019,14643.0,Saturday
2069,34 ST-HUDSON YD,09/15/2019,13064.0,Sunday
2070,34 ST-HUDSON YD,09/16/2019,20756.0,Monday
2071,34 ST-HUDSON YD,09/17/2019,21026.0,Tuesday
2072,34 ST-HUDSON YD,09/18/2019,20200.0,Wednesday
2073,34 ST-HUDSON YD,09/19/2019,20773.0,Thursday
2074,34 ST-PENN STA,08/17/2019,62737.0,Saturday
2075,34 ST-PENN STA,08/18/2019,60462.0,Sunday
2076,34 ST-PENN STA,08/19/2019,155307.0,Monday
2077,34 ST-PENN STA,08/20/2019,162956.0,Tuesday
2078,34 ST-PENN STA,08/21/2019,161852.0,Wednesday
2079,34 ST-PENN STA,08/22/2019,162010.0,Thursday
2080,34 ST-PENN STA,08/23/2019,145309.0,Friday
2081,34 ST-PENN STA,08/24/2019,61032.0,Saturday
2082,34 ST-PENN STA,08/25/2019,59237.0,Sunday
2083,34 ST-PENN STA,08/26/2019,156273.0,Monday
2084,34 ST-PENN STA,08/27/2019,158718.0,Tuesday
2085,34 ST-PENN STA,08/28/2019,161839.0,Wednesday
2086,34 ST-PENN STA,08/29/2019,160582.0,Thursday
2087,34 ST-PENN STA,08/30/2019,140126.0,Friday
2088,34 ST-PENN STA,08/31/2019,76706.0,Saturday
2089,34 ST-PENN STA,09/01/2019,73717.0,Sunday
2090,34 ST-PENN STA,09/02/2019,76499.0,Monday
2091,34 ST-PENN STA,09/03/2019,165550.0,Tuesday
2092,34 ST-PENN STA,09/04/2019,167075.0,Wednesday
2093,34 ST-PENN STA,09/05/2019,170205.0,Thursday
2094,34 ST-PENN STA,09/06/2019,168702.0,Friday
2095,34 ST-PENN STA,09/07/2019,88907.0,Saturday
2096,34 ST-PENN STA,09/08/2019,77856.0,Sunday
2097,34 ST-PENN STA,09/09/2019,173934.0,Monday
2098,34 ST-PENN STA,09/10/2019,175706.0,Tuesday
2099,34 ST-PENN STA,09/11/2019,171714.0,Wednesday
2100,34 ST-PENN STA,09/12/2019,180172.0,Thursday
2101,34 ST-PENN STA,09/13/2019,169101.0,Friday
2102,34 ST-PENN STA,09/14/2019,85222.0,Saturday
2103,34 ST-PENN STA,09/15/2019,79413.0,Sunday
2104,34 ST-PENN STA,09/16/2019,173118.0,Monday
2105,34 ST-PENN STA,09/17/2019,176846.0,Tuesday
2106,34 ST-PENN STA,09/18/2019,174817.0,Wednesday
2107,34 ST-PENN STA,09/19/2019,175418.0,Thursday
2108,36 AV,08/17/2019,2940.0,Saturday
2109,36 AV,08/18/2019,2361.0,Sunday
2110,36 AV,08/19/2019,5390.0,Monday
2111,36 AV,08/20/2019,5441.0,Tuesday
2112,36 AV,08/21/2019,5681.0,Wednesday
2113,36 AV,08/22/2019,5681.0,Thursday
2114,36 AV,08/23/2019,5737.0,Friday
2115,36 AV,08/24/2019,4076.0,Saturday
2116,36 AV,08/25/2019,3012.0,Sunday
2117,36 AV,08/26/2019,5581.0,Monday
2118,36 AV,08/27/2019,5842.0,Tuesday
2119,36 AV,08/28/2019,5913.0,Wednesday
2120,36 AV,08/29/2019,5971.0,Thursday
2121,36 AV,08/30/2019,4867.0,Friday
2122,36 AV,08/31/2019,3629.0,Saturday
2123,36 AV,09/01/2019,3121.0,Sunday
2124,36 AV,09/02/2019,2621.0,Monday
2125,36 AV,09/03/2019,6098.0,Tuesday
2126,36 AV,09/04/2019,6191.0,Wednesday
2127,36 AV,09/05/2019,6911.0,Thursday
2128,36 AV,09/06/2019,6820.0,Friday
2129,36 AV,09/07/2019,4555.0,Saturday
2130,36 AV,09/08/2019,3441.0,Sunday
2131,36 AV,09/09/2019,6815.0,Monday
2132,36 AV,09/10/2019,7100.0,Tuesday
2133,36 AV,09/11/2019,7063.0,Wednesday
2134,36 AV,09/12/2019,6996.0,Thursday
2135,36 AV,09/13/2019,7220.0,Friday
2136,36 AV,09/14/2019,2066.0,Saturday
2137,36 AV,09/15/2019,1380.0,Sunday
2138,36 AV,09/16/2019,6828.0,Monday
2139,36 AV,09/17/2019,7013.0,Tuesday
2140,36 AV,09/18/2019,7194.0,Wednesday
2141,36 AV,09/19/2019,7067.0,Thursday
2142,36 ST,08/17/2019,10865.0,Saturday
2143,36 ST,08/18/2019,8621.0,Sunday
2144,36 ST,08/19/2019,16053.0,Monday
2145,36 ST,08/20/2019,17200.0,Tuesday
2146,36 ST,08/21/2019,16633.0,Wednesday
2147,36 ST,08/22/2019,16850.0,Thursday
2148,36 ST,08/23/2019,16327.0,Friday
2149,36 ST,08/24/2019,8386.0,Saturday
2150,36 ST,08/25/2019,6312.0,Sunday
2151,36 ST,08/26/2019,16255.0,Monday
2152,36 ST,08/27/2019,16993.0,Tuesday
2153,36 ST,08/28/2019,17122.0,Wednesday
2154,36 ST,08/29/2019,17396.0,Thursday
2155,36 ST,08/30/2019,16420.0,Friday
2156,36 ST,08/31/2019,8587.0,Saturday
2157,36 ST,09/01/2019,6765.0,Sunday
2158,36 ST,09/02/2019,5338.0,Monday
2159,36 ST,09/03/2019,17375.0,Tuesday
2160,36 ST,09/04/2019,17996.0,Wednesday
2161,36 ST,09/05/2019,19138.0,Thursday
2162,36 ST,09/06/2019,18813.0,Friday
2163,36 ST,09/07/2019,9603.0,Saturday
2164,36 ST,09/08/2019,7070.0,Sunday
2165,36 ST,09/09/2019,19119.0,Monday
2166,36 ST,09/10/2019,19682.0,Tuesday
2167,36 ST,09/11/2019,19868.0,Wednesday
2168,36 ST,09/12/2019,19689.0,Thursday
2169,36 ST,09/13/2019,19690.0,Friday
2170,36 ST,09/14/2019,11554.0,Saturday
2171,36 ST,09/15/2019,9086.0,Sunday
2172,36 ST,09/16/2019,19063.0,Monday
2173,36 ST,09/17/2019,20164.0,Tuesday
2174,36 ST,09/18/2019,20309.0,Wednesday
2175,36 ST,09/19/2019,20096.0,Thursday
2176,39 AV,08/17/2019,1428.0,Saturday
2177,39 AV,08/18/2019,1154.0,Sunday
2178,39 AV,08/19/2019,2512.0,Monday
2179,39 AV,08/20/2019,2714.0,Tuesday
2180,39 AV,08/21/2019,2889.0,Wednesday
2181,39 AV,08/22/2019,2824.0,Thursday
2182,39 AV,08/23/2019,2787.0,Friday
2183,39 AV,08/24/2019,2137.0,Saturday
