,STATION,DATE,DAILY_ENTRIES,day_of_week
0,1 AV,08/17/2019,6208.0,Saturday
1,1 AV,08/18/2019,4367.0,Sunday
2,1 AV,08/19/2019,14726.0,Monday
3,1 AV,08/20/2019,15737.0,Tuesday
4,1 AV,08/21/2019,15953.0,Wednesday
5,1 AV,08/22/2019,16260.0,Thursday
6,1 AV,08/23/2019,16765.0,Friday
7,1 AV,08/24/2019,6260.0,Saturday
8,1 AV,08/25/2019,4463.0,Sunday
9,1 AV,08/26/2019,14736.0,Monday
10,1 AV,08/27/2019,15819.0,Tuesday
11,1 AV,08/28/2019,15969.0,Wednesday
12,1 AV,08/29/2019,16465.0,Thursday
13,1 AV,08/30/2019,13850.0,Friday
14,1 AV,08/31/2019,4995.0,Saturday
15,1 AV,09/01/2019,4169.0,Sunday
16,1 AV,09/02/2019,3657.0,Monday
17,1 AV,09/03/2019,15620.0,Tuesday
18,1 AV,09/04/2019,16739.0,Wednesday
19,1 AV,09/05/2019,18923.0,Thursday
20,1 AV,09/06/2019,19652.0,Friday
21,1 AV,09/07/2019,6833.0,Saturday
22,1 AV,09/08/2019,5195.0,Sunday
23,1 AV,09/09/2019,17826.0,Monday
24,1 AV,09/10/2019,18577.0,Tuesday
25,1 AV,09/11/2019,18863.0,Wednesday
26,1 AV,09/12/2019,19204.0,Thursday
27,1 AV,09/13/2019,19929.0,Friday
28,1 AV,09/14/2019,20.0,Saturday
29,1 AV,09/15/2019,31.0,Sunday
30,1 AV,09/16/2019,17446.0,Monday
31,1 AV,09/17/2019,18830.0,Tuesday
32,1 AV,09/18/2019,18715.0,Wednesday
33,1 AV,09/19/2019,19167.0,Thursday
34,103 ST,08/17/2019,13213.0,Saturday
35,103 ST,08/18/2019,10406.0,Sunday
36,103 ST,08/19/2019,25515.0,Monday
37,103 ST,08/20/2019,27209.0,Tuesday
38,103 ST,08/21/2019,27428.0,Wednesday
39,103 ST,08/22/2019,27375.0,Thursday
40,103 ST,08/23/2019,26570.0,Friday
41,103 ST,08/24/2019,14027.0,Saturday
42,103 ST,08/25/2019,11466.0,Sunday
43,103 ST,08/26/2019,25143.0,Monday
44,103 ST,08/27/2019,26848.0,Tuesday
45,103 ST,08/28/2019,27047.0,Wednesday
46,103 ST,08/29/2019,27184.0,Thursday
47,103 ST,08/30/2019,26822.0,Friday
48,103 ST,08/31/2019,16503.0,Saturday
49,103 ST,09/01/2019,14380.0,Sunday
50,103 ST,09/02/2019,13606.0,Monday
51,103 ST,09/03/2019,28188.0,Tuesday
52,103 ST,09/04/2019,29119.0,Wednesday
53,103 ST,09/05/2019,31331.0,Thursday
54,103 ST,09/06/2019,31373.0,Friday
55,103 ST,09/07/2019,18789.0,Saturday
56,103 ST,09/08/2019,14740.0,Sunday
57,103 ST,09/09/2019,30568.0,Monday
58,103 ST,09/10/2019,32294.0,Tuesday
59,103 ST,09/11/2019,32908.0,Wednesday
60,103 ST,09/12/2019,32644.0,Thursday
61,103 ST,09/13/2019,33211.0,Friday
62,103 ST,09/14/2019,18897.0,Saturday
63,103 ST,09/15/2019,16357.0,Sunday
64,103 ST,09/16/2019,30223.0,Monday
65,103 ST,09/17/2019,32656.0,Tuesday
66,103 ST,09/18/2019,32563.0,Wednesday
67,103 ST,09/19/2019,33113.0,Thursday
68,103 ST-CORONA,08/17/2019,13702.0,Saturday
69,103 ST-CORONA,08/18/2019,10575.0,Sunday
70,103 ST-CORONA,08/19/2019,18436.0,Monday
71,103 ST-CORONA,08/20/2019,18623.0,Tuesday
72,103 ST-CORONA,08/21/2019,18777.0,Wednesday
73,103 ST-CORONA,08/22/2019,19127.0,Thursday
74,103 ST-CORONA,08/23/2019,19274.0,Friday
75,103 ST-CORONA,08/24/2019,14561.0,Saturday
76,103 ST-CORONA,08/25/2019,11236.0,Sunday
77,103 ST-CORONA,08/26/2019,17167.0,Monday
78,103 ST-CORONA,08/27/2019,19102.0,Tuesday
79,103 ST-CORONA,08/28/2019,19112.0,Wednesday
80,103 ST-CORONA,08/29/2019,20010.0,Thursday
81,103 ST-CORONA,08/30/2019,19853.0,Friday
82,103 ST-CORONA,08/31/2019,14103.0,Saturday
83,103 ST-CORONA,09/01/2019,11249.0,Sunday
84,103 ST-CORONA,09/02/2019,10885.0,Monday
85,103 ST-CORONA,09/03/2019,19785.0,Tuesday
86,103 ST-CORONA,09/04/2019,20260.0,Wednesday
87,103 ST-CORONA,09/05/2019,20568.0,Thursday
88,103 ST-CORONA,09/06/2019,20985.0,Friday
89,103 ST-CORONA,09/07/2019,15208.0,Saturday
90,103 ST-CORONA,09/08/2019,11396.0,Sunday
91,103 ST-CORONA,09/09/2019,20895.0,Monday
92,103 ST-CORONA,09/10/2019,21481.0,Tuesday
93,103 ST-CORONA,09/11/2019,21615.0,Wednesday
94,103 ST-CORONA,09/12/2019,21562.0,Thursday
95,103 ST-CORONA,09/13/2019,21949.0,Friday
96,103 ST-CORONA,09/14/2019,14872.0,Saturday
97,103 ST-CORONA,09/15/2019,11989.0,Sunday
98,103 ST-CORONA,09/16/2019,20800.0,Monday
99,103 ST-CORONA,09/17/2019,21438.0,Tuesday
100,103 ST-CORONA,09/18/2019,21445.0,Wednesday
101,103 ST-CORONA,09/19/2019,21823.0,Thursday
102,104 ST,08/17/2019,2179.0,Saturday
103,104 ST,08/18/2019,1639.0,Sunday
104,104 ST,08/19/2019,3828.0,Monday
105,104 ST,08/20/2019,3983.0,Tuesday
106,104 ST,08/21/2019,3903.0,Wednesday
107,104 ST,08/22/2019,3907.0,Thursday
108,104 ST,08/23/2019,3793.0,Friday
109,104 ST,08/24/2019,947.0,Saturday
110,104 ST,08/25/2019,717.0,Sunday
111,104 ST,08/26/2019,3784.0,Monday
112,104 ST,08/27/2019,4010.0,Tuesday
113,104 ST,08/28/2019,4033.0,Wednesday
114,104 ST,08/29/2019,4172.0,Thursday
115,104 ST,08/30/2019,3922.0,Friday
116,104 ST,08/31/2019,2189.0,Saturday
117,104 ST,09/01/2019,1696.0,Sunday
118,104 ST,09/02/2019,1757.0,Monday
119,104 ST,09/03/2019,4305.0,Tuesday
120,104 ST,09/04/2019,4466.0,Wednesday
121,104 ST,09/05/2019,4568.0,Thursday
122,104 ST,09/06/2019,4530.0,Friday
123,104 ST,09/07/2019,919.0,Saturday
124,104 ST,09/08/2019,642.0,Sunday
125,104 ST,09/09/2019,4572.0,Monday
126,104 ST,09/10/2019,4785.0,Tuesday
127,104 ST,09/11/2019,4769.0,Wednesday
128,104 ST,09/12/2019,4742.0,Thursday
129,104 ST,09/13/2019,4813.0,Friday
130,104 ST,09/14/2019,2341.0,Saturday
131,104 ST,09/15/2019,1723.0,Sunday
132,104 ST,09/16/2019,4747.0,Monday
133,104 ST,09/17/2019,4972.0,Tuesday
134,104 ST,09/18/2019,4802.0,Wednesday
135,104 ST,09/19/2019,4862.0,Thursday
136,110 ST,08/17/2019,7087.0,Saturday
137,110 ST,08/18/2019,5424.0,Sunday
138,110 ST,08/19/2019,8732.0,Monday
139,110 ST,08/20/2019,9173.0,Tuesday
140,110 ST,08/21/2019,9074.0,Wednesday
141,110 ST,08/22/2019,9026.0,Thursday
142,110 ST,08/23/2019,9444.0,Friday
143,110 ST,08/24/2019,7376.0,Saturday
144,110 ST,08/25/2019,5487.0,Sunday
145,110 ST,08/26/2019,9021.0,Monday
146,110 ST,08/27/2019,9298.0,Tuesday
147,110 ST,08/28/2019,9645.0,Wednesday
148,110 ST,08/29/2019,9769.0,Thursday
149,110 ST,08/30/2019,9708.0,Friday
150,110 ST,08/31/2019,6246.0,Saturday
151,110 ST,09/01/2019,5053.0,Sunday
152,110 ST,09/02/2019,4693.0,Monday
153,110 ST,09/03/2019,9737.0,Tuesday
154,110 ST,09/04/2019,10103.0,Wednesday
155,110 ST,09/05/2019,11218.0,Thursday
156,110 ST,09/06/2019,11432.0,Friday
157,110 ST,09/07/2019,6738.0,Saturday
158,110 ST,09/08/2019,4960.0,Sunday
159,110 ST,09/09/2019,11013.0,Monday
160,110 ST,09/10/2019,11617.0,Tuesday
161,110 ST,09/11/2019,11584.0,Wednesday
162,110 ST,09/12/2019,11369.0,Thursday
163,110 ST,09/13/2019,11945.0,Friday
164,110 ST,09/14/2019,6708.0,Saturday
165,110 ST,09/15/2019,5162.0,Sunday
166,110 ST,09/16/2019,10866.0,Monday
167,110 ST,09/17/2019,11527.0,Tuesday
168,110 ST,09/18/2019,11455.0,Wednesday
169,110 ST,09/19/2019,11552.0,Thursday
170,111 ST,08/17/2019,11893.0,Saturday
171,111 ST,08/18/2019,8197.0,Sunday
172,111 ST,08/19/2019,14473.0,Monday
173,111 ST,08/20/2019,15110.0,Tuesday
174,111 ST,08/21/2019,14921.0,Wednesday
175,111 ST,08/22/2019,14756.0,Thursday
176,111 ST,08/23/2019,14902.0,Friday
177,111 ST,08/24/2019,9636.0,Saturday
178,111 ST,08/25/2019,7369.0,Sunday
179,111 ST,08/26/2019,14481.0,Monday
180,111 ST,08/27/2019,15570.0,Tuesday
181,111 ST,08/28/2019,15736.0,Wednesday
182,111 ST,08/29/2019,15728.0,Thursday
183,111 ST,08/30/2019,15649.0,Friday
184,111 ST,08/31/2019,10629.0,Saturday
185,111 ST,09/01/2019,8326.0,Sunday
186,111 ST,09/02/2019,8043.0,Monday
187,111 ST,09/03/2019,15623.0,Tuesday
188,111 ST,09/04/2019,16243.0,Wednesday
189,111 ST,09/05/2019,16719.0,Thursday
190,111 ST,09/06/2019,16746.0,Friday
191,111 ST,09/07/2019,9990.0,Saturday
192,111 ST,09/08/2019,7592.0,Sunday
193,111 ST,09/09/2019,16727.0,Monday
194,111 ST,09/10/2019,17309.0,Tuesday
195,111 ST,09/11/2019,17307.0,Wednesday
196,111 ST,09/12/2019,17110.0,Thursday
197,111 ST,09/13/2019,17491.0,Friday
198,111 ST,09/14/2019,12122.0,Saturday
199,111 ST,09/15/2019,8516.0,Sunday
200,111 ST,09/16/2019,16919.0,Monday
201,111 ST,09/17/2019,17303.0,Tuesday
202,111 ST,09/18/2019,17507.0,Wednesday
203,111 ST,09/19/2019,17228.0,Thursday
204,116 ST,08/17/2019,16617.0,Saturday
205,116 ST,08/18/2019,14441.0,Sunday
206,116 ST,08/19/2019,27012.0,Monday
207,116 ST,08/20/2019,28003.0,Tuesday
208,116 ST,08/21/2019,28492.0,Wednesday
209,116 ST,08/22/2019,28224.0,Thursday
210,116 ST,08/23/2019,29201.0,Friday
211,116 ST,08/24/2019,17431.0,Saturday
212,116 ST,08/25/2019,14925.0,Sunday
213,116 ST,08/26/2019,27817.0,Monday
214,116 ST,08/27/2019,29521.0,Tuesday
215,116 ST,08/28/2019,29464.0,Wednesday
216,116 ST,08/29/2019,30137.0,Thursday
217,116 ST,08/30/2019,30328.0,Friday
218,116 ST,08/31/2019,19646.0,Saturday
219,116 ST,09/01/2019,17009.0,Sunday
220,116 ST,09/02/2019,14735.0,Monday
221,116 ST,09/03/2019,30003.0,Tuesday
222,116 ST,09/04/2019,30914.0,Wednesday
223,116 ST,09/05/2019,33292.0,Thursday
224,116 ST,09/06/2019,33894.0,Friday
225,116 ST,09/07/2019,20904.0,Saturday
226,116 ST,09/08/2019,17012.0,Sunday
227,116 ST,09/09/2019,33360.0,Monday
228,116 ST,09/10/2019,34896.0,Tuesday
229,116 ST,09/11/2019,34942.0,Wednesday
230,116 ST,09/12/2019,34588.0,Thursday
231,116 ST,09/13/2019,36485.0,Friday
232,116 ST,09/14/2019,21384.0,Saturday
233,116 ST,09/15/2019,21216.0,Sunday
234,116 ST,09/16/2019,33232.0,Monday
235,116 ST,09/17/2019,35174.0,Tuesday
236,116 ST,09/18/2019,35278.0,Wednesday
237,116 ST,09/19/2019,35597.0,Thursday
238,116 ST-COLUMBIA,08/17/2019,0.0,Saturday
239,116 ST-COLUMBIA,08/18/2019,0.0,Sunday
240,116 ST-COLUMBIA,08/19/2019,10169.0,Monday
241,116 ST-COLUMBIA,08/20/2019,10797.0,Tuesday
242,116 ST-COLUMBIA,08/21/2019,10924.0,Wednesday
243,116 ST-COLUMBIA,08/22/2019,10613.0,Thursday
244,116 ST-COLUMBIA,08/23/2019,9966.0,Friday
245,116 ST-COLUMBIA,08/24/2019,1.0,Saturday
246,116 ST-COLUMBIA,08/25/2019,0.0,Sunday
247,116 ST-COLUMBIA,08/26/2019,10716.0,Monday
248,116 ST-COLUMBIA,08/27/2019,11976.0,Tuesday
249,116 ST-COLUMBIA,08/28/2019,12675.0,Wednesday
250,116 ST-COLUMBIA,08/29/2019,13323.0,Thursday
251,116 ST-COLUMBIA,08/30/2019,11126.0,Friday
252,116 ST-COLUMBIA,08/31/2019,6766.0,Saturday
253,116 ST-COLUMBIA,09/01/2019,7479.0,Sunday
254,116 ST-COLUMBIA,09/02/2019,5603.0,Monday
255,116 ST-COLUMBIA,09/03/2019,15926.0,Tuesday
256,116 ST-COLUMBIA,09/04/2019,16684.0,Wednesday
257,116 ST-COLUMBIA,09/05/2019,17491.0,Thursday
258,116 ST-COLUMBIA,09/06/2019,16300.0,Friday
259,116 ST-COLUMBIA,09/07/2019,8706.0,Saturday
260,116 ST-COLUMBIA,09/08/2019,6941.0,Sunday
261,116 ST-COLUMBIA,09/09/2019,16945.0,Monday
262,116 ST-COLUMBIA,09/10/2019,17737.0,Tuesday
263,116 ST-COLUMBIA,09/11/2019,17818.0,Wednesday
264,116 ST-COLUMBIA,09/12/2019,18891.0,Thursday
265,116 ST-COLUMBIA,09/13/2019,17535.0,Friday
266,116 ST-COLUMBIA,09/14/2019,8622.0,Saturday
267,116 ST-COLUMBIA,09/15/2019,6255.0,Sunday
268,116 ST-COLUMBIA,09/16/2019,17066.0,Monday
269,116 ST-COLUMBIA,09/17/2019,17762.0,Tuesday
270,116 ST-COLUMBIA,09/18/2019,17783.0,Wednesday
271,116 ST-COLUMBIA,09/19/2019,18873.0,Thursday
272,121 ST,08/17/2019,1244.0,Saturday
273,121 ST,08/18/2019,1018.0,Sunday
274,121 ST,08/19/2019,2082.0,Monday
275,121 ST,08/20/2019,2063.0,Tuesday
276,121 ST,08/21/2019,2038.0,Wednesday
277,121 ST,08/22/2019,2192.0,Thursday
278,121 ST,08/23/2019,2083.0,Friday
279,121 ST,08/24/2019,54.0,Saturday
280,121 ST,08/25/2019,22.0,Sunday
281,121 ST,08/26/2019,2120.0,Monday
282,121 ST,08/27/2019,2123.0,Tuesday
283,121 ST,08/28/2019,2152.0,Wednesday
284,121 ST,08/29/2019,2262.0,Thursday
285,121 ST,08/30/2019,2143.0,Friday
286,121 ST,08/31/2019,1265.0,Saturday
287,121 ST,09/01/2019,1094.0,Sunday
288,121 ST,09/02/2019,1070.0,Monday
289,121 ST,09/03/2019,2301.0,Tuesday
290,121 ST,09/04/2019,2326.0,Wednesday
291,121 ST,09/05/2019,2389.0,Thursday
292,121 ST,09/06/2019,2320.0,Friday
293,121 ST,09/07/2019,43.0,Saturday
294,121 ST,09/08/2019,29.0,Sunday
295,121 ST,09/09/2019,2418.0,Monday
296,121 ST,09/10/2019,2464.0,Tuesday
297,121 ST,09/11/2019,2490.0,Wednesday
298,121 ST,09/12/2019,2484.0,Thursday
299,121 ST,09/13/2019,2473.0,Friday
300,121 ST,09/14/2019,1361.0,Saturday
301,121 ST,09/15/2019,997.0,Sunday
302,121 ST,09/16/2019,2519.0,Monday
303,121 ST,09/17/2019,2487.0,Tuesday
304,121 ST,09/18/2019,2445.0,Wednesday
305,121 ST,09/19/2019,2499.0,Thursday
306,125 ST,08/17/2019,45579.0,Saturday
307,125 ST,08/18/2019,36890.0,Sunday
308,125 ST,08/19/2019,67451.0,Monday
309,125 ST,08/20/2019,70675.0,Tuesday
310,125 ST,08/21/2019,70745.0,Wednesday
311,125 ST,08/22/2019,71573.0,Thursday
312,125 ST,08/23/2019,71961.0,Friday
313,125 ST,08/24/2019,47154.0,Saturday
314,125 ST,08/25/2019,38344.0,Sunday
315,125 ST,08/26/2019,70009.0,Monday
316,125 ST,08/27/2019,73734.0,Tuesday
317,125 ST,08/28/2019,73947.0,Wednesday
318,125 ST,08/29/2019,75465.0,Thursday
319,125 ST,08/30/2019,79422.0,Friday
320,125 ST,08/31/2019,54040.0,Saturday
321,125 ST,09/01/2019,47054.0,Sunday
322,125 ST,09/02/2019,35560.0,Monday
323,125 ST,09/03/2019,76404.0,Tuesday
324,125 ST,09/04/2019,78252.0,Wednesday
325,125 ST,09/05/2019,81922.0,Thursday
326,125 ST,09/06/2019,81901.0,Friday
327,125 ST,09/07/2019,59839.0,Saturday
328,125 ST,09/08/2019,47492.0,Sunday
329,125 ST,09/09/2019,81949.0,Monday
330,125 ST,09/10/2019,84032.0,Tuesday
331,125 ST,09/11/2019,84838.0,Wednesday
332,125 ST,09/12/2019,83179.0,Thursday
333,125 ST,09/13/2019,86641.0,Friday
334,125 ST,09/14/2019,51311.0,Saturday
335,125 ST,09/15/2019,47029.0,Sunday
336,125 ST,09/16/2019,81563.0,Monday
337,125 ST,09/17/2019,84280.0,Tuesday
338,125 ST,09/18/2019,84617.0,Wednesday
339,125 ST,09/19/2019,86762.0,Thursday
340,135 ST,08/17/2019,6257.0,Saturday
341,135 ST,08/18/2019,5847.0,Sunday
342,135 ST,08/19/2019,15496.0,Monday
343,135 ST,08/20/2019,16602.0,Tuesday
344,135 ST,08/21/2019,16613.0,Wednesday
345,135 ST,08/22/2019,16875.0,Thursday
346,135 ST,08/23/2019,17068.0,Friday
347,135 ST,08/24/2019,7525.0,Saturday
348,135 ST,08/25/2019,4679.0,Sunday
349,135 ST,08/26/2019,16483.0,Monday
350,135 ST,08/27/2019,18293.0,Tuesday
351,135 ST,08/28/2019,18717.0,Wednesday
352,135 ST,08/29/2019,18610.0,Thursday
353,135 ST,08/30/2019,18061.0,Friday
354,135 ST,08/31/2019,10256.0,Saturday
355,135 ST,09/01/2019,8719.0,Sunday
356,135 ST,09/02/2019,8119.0,Monday
357,135 ST,09/03/2019,17882.0,Tuesday
358,135 ST,09/04/2019,19180.0,Wednesday
359,135 ST,09/05/2019,20468.0,Thursday
360,135 ST,09/06/2019,20414.0,Friday
361,135 ST,09/07/2019,11704.0,Saturday
362,135 ST,09/08/2019,9241.0,Sunday
363,135 ST,09/09/2019,21116.0,Monday
364,135 ST,09/10/2019,21490.0,Tuesday
365,135 ST,09/11/2019,22187.0,Wednesday
366,135 ST,09/12/2019,21631.0,Thursday
367,135 ST,09/13/2019,21911.0,Friday
368,135 ST,09/14/2019,11955.0,Saturday
369,135 ST,09/15/2019,12484.0,Sunday
370,135 ST,09/16/2019,21311.0,Monday
371,135 ST,09/17/2019,22212.0,Tuesday
372,135 ST,09/18/2019,22445.0,Wednesday
373,135 ST,09/19/2019,22164.0,Thursday
374,137 ST CITY COL,08/17/2019,1348.0,Saturday
375,137 ST CITY COL,08/18/2019,852.0,Sunday
376,137 ST CITY COL,08/19/2019,9588.0,Monday
377,137 ST CITY COL,08/20/2019,10529.0,Tuesday
378,137 ST CITY COL,08/21/2019,10418.0,Wednesday
379,137 ST CITY COL,08/22/2019,10521.0,Thursday
380,137 ST CITY COL,08/23/2019,10422.0,Friday
381,137 ST CITY COL,08/24/2019,1706.0,Saturday
382,137 ST CITY COL,08/25/2019,1151.0,Sunday
383,137 ST CITY COL,08/26/2019,10043.0,Monday
384,137 ST CITY COL,08/27/2019,12035.0,Tuesday
385,137 ST CITY COL,08/28/2019,12373.0,Wednesday
386,137 ST CITY COL,08/29/2019,12639.0,Thursday
387,137 ST CITY COL,08/30/2019,11421.0,Friday
388,137 ST CITY COL,08/31/2019,7061.0,Saturday
389,137 ST CITY COL,09/01/2019,6163.0,Sunday
390,137 ST CITY COL,09/02/2019,5791.0,Monday
391,137 ST CITY COL,09/03/2019,13218.0,Tuesday
392,137 ST CITY COL,09/04/2019,13619.0,Wednesday
393,137 ST CITY COL,09/05/2019,14210.0,Thursday
394,137 ST CITY COL,09/06/2019,13120.0,Friday
395,137 ST CITY COL,09/07/2019,8301.0,Saturday
396,137 ST CITY COL,09/08/2019,6536.0,Sunday
397,137 ST CITY COL,09/09/2019,14052.0,Monday
398,137 ST CITY COL,09/10/2019,14431.0,Tuesday
399,137 ST CITY COL,09/11/2019,14542.0,Wednesday
400,137 ST CITY COL,09/12/2019,14447.0,Thursday
401,137 ST CITY COL,09/13/2019,13831.0,Friday
402,137 ST CITY COL,09/14/2019,13467.0,Saturday
403,137 ST CITY COL,09/15/2019,11223.0,Sunday
404,137 ST CITY COL,09/16/2019,14123.0,Monday
405,137 ST CITY COL,09/17/2019,14782.0,Tuesday
406,137 ST CITY COL,09/18/2019,14837.0,Wednesday
407,137 ST CITY COL,09/19/2019,14825.0,Thursday
408,138/GRAND CONC,08/17/2019,2164.0,Saturday
409,138/GRAND CONC,08/18/2019,1596.0,Sunday
410,138/GRAND CONC,08/19/2019,3157.0,Monday
411,138/GRAND CONC,08/20/2019,3410.0,Tuesday
412,138/GRAND CONC,08/21/2019,3374.0,Wednesday
413,138/GRAND CONC,08/22/2019,3203.0,Thursday
414,138/GRAND CONC,08/23/2019,3259.0,Friday
415,138/GRAND CONC,08/24/2019,2298.0,Saturday
416,138/GRAND CONC,08/25/2019,1649.0,Sunday
417,138/GRAND CONC,08/26/2019,3258.0,Monday
418,138/GRAND CONC,08/27/2019,3446.0,Tuesday
419,138/GRAND CONC,08/28/2019,3392.0,Wednesday
420,138/GRAND CONC,08/29/2019,3396.0,Thursday
421,138/GRAND CONC,08/30/2019,3351.0,Friday
422,138/GRAND CONC,08/31/2019,1935.0,Saturday
423,138/GRAND CONC,09/01/2019,1448.0,Sunday
424,138/GRAND CONC,09/02/2019,1471.0,Monday
425,138/GRAND CONC,09/03/2019,3687.0,Tuesday
426,138/GRAND CONC,09/04/2019,3762.0,Wednesday
427,138/GRAND CONC,09/05/2019,3796.0,Thursday
428,138/GRAND CONC,09/06/2019,3651.0,Friday
429,138/GRAND CONC,09/07/2019,4626.0,Saturday
430,138/GRAND CONC,09/08/2019,3349.0,Sunday
431,138/GRAND CONC,09/09/2019,3907.0,Monday
432,138/GRAND CONC,09/10/2019,4057.0,Tuesday
433,138/GRAND CONC,09/11/2019,3960.0,Wednesday
434,138/GRAND CONC,09/12/2019,3882.0,Thursday
435,138/GRAND CONC,09/13/2019,3853.0,Friday
436,138/GRAND CONC,09/14/2019,2049.0,Saturday
437,138/GRAND CONC,09/15/2019,1604.0,Sunday
438,138/GRAND CONC,09/16/2019,3885.0,Monday
439,138/GRAND CONC,09/17/2019,4131.0,Tuesday
440,138/GRAND CONC,09/18/2019,4054.0,Wednesday
441,138/GRAND CONC,09/19/2019,4026.0,Thursday
442,14 ST,08/17/2019,24306.0,Saturday
443,14 ST,08/18/2019,18866.0,Sunday
444,14 ST,08/19/2019,53453.0,Monday
445,14 ST,08/20/2019,57624.0,Tuesday
446,14 ST,08/21/2019,51963.0,Wednesday
447,14 ST,08/22/2019,53110.0,Thursday
448,14 ST,08/23/2019,50090.0,Friday
449,14 ST,08/24/2019,20869.0,Saturday
450,14 ST,08/25/2019,16926.0,Sunday
451,14 ST,08/26/2019,49078.0,Monday
452,14 ST,08/27/2019,52465.0,Tuesday
453,14 ST,08/28/2019,52950.0,Wednesday
454,14 ST,08/29/2019,52692.0,Thursday
455,14 ST,08/30/2019,48835.0,Friday
456,14 ST,08/31/2019,31592.0,Saturday
457,14 ST,09/01/2019,27778.0,Sunday
458,14 ST,09/02/2019,24161.0,Monday
459,14 ST,09/03/2019,57850.0,Tuesday
460,14 ST,09/04/2019,61756.0,Wednesday
461,14 ST,09/05/2019,66746.0,Thursday
462,14 ST,09/06/2019,66383.0,Friday
463,14 ST,09/07/2019,41891.0,Saturday
464,14 ST,09/08/2019,32397.0,Sunday
465,14 ST,09/09/2019,64778.0,Monday
466,14 ST,09/10/2019,67990.0,Tuesday
467,14 ST,09/11/2019,77671.0,Wednesday
468,14 ST,09/12/2019,63941.0,Thursday
469,14 ST,09/13/2019,63977.0,Friday
470,14 ST,09/14/2019,42170.0,Saturday
471,14 ST,09/15/2019,33942.0,Sunday
472,14 ST,09/16/2019,63815.0,Monday
473,14 ST,09/17/2019,68006.0,Tuesday
474,14 ST,09/18/2019,69614.0,Wednesday
475,14 ST,09/19/2019,70579.0,Thursday
476,14 ST-UNION SQ,08/17/2019,60984.0,Saturday
477,14 ST-UNION SQ,08/18/2019,44122.0,Sunday
478,14 ST-UNION SQ,08/19/2019,86553.0,Monday
479,14 ST-UNION SQ,08/20/2019,93074.0,Tuesday
480,14 ST-UNION SQ,08/21/2019,93457.0,Wednesday
481,14 ST-UNION SQ,08/22/2019,91938.0,Thursday
482,14 ST-UNION SQ,08/23/2019,89506.0,Friday
483,14 ST-UNION SQ,08/24/2019,63013.0,Saturday
484,14 ST-UNION SQ,08/25/2019,49519.0,Sunday
485,14 ST-UNION SQ,08/26/2019,91991.0,Monday
486,14 ST-UNION SQ,08/27/2019,94849.0,Tuesday
487,14 ST-UNION SQ,08/28/2019,95471.0,Wednesday
488,14 ST-UNION SQ,08/29/2019,93886.0,Thursday
489,14 ST-UNION SQ,08/30/2019,90594.0,Friday
490,14 ST-UNION SQ,08/31/2019,58745.0,Saturday
491,14 ST-UNION SQ,09/01/2019,47871.0,Sunday
492,14 ST-UNION SQ,09/02/2019,41358.0,Monday
493,14 ST-UNION SQ,09/03/2019,96042.0,Tuesday
494,14 ST-UNION SQ,09/04/2019,101304.0,Wednesday
495,14 ST-UNION SQ,09/05/2019,104818.0,Thursday
496,14 ST-UNION SQ,09/06/2019,102412.0,Friday
497,14 ST-UNION SQ,09/07/2019,69720.0,Saturday
498,14 ST-UNION SQ,09/08/2019,53037.0,Sunday
499,14 ST-UNION SQ,09/09/2019,103139.0,Monday
500,14 ST-UNION SQ,09/10/2019,106763.0,Tuesday
501,14 ST-UNION SQ,09/11/2019,109010.0,Wednesday
502,14 ST-UNION SQ,09/12/2019,105178.0,Thursday
503,14 ST-UNION SQ,09/13/2019,111581.0,Friday
504,14 ST-UNION SQ,09/14/2019,74185.0,Saturday
505,14 ST-UNION SQ,09/15/2019,56412.0,Sunday
506,14 ST-UNION SQ,09/16/2019,101749.0,Monday
507,14 ST-UNION SQ,09/17/2019,107727.0,Tuesday
508,14 ST-UNION SQ,09/18/2019,109571.0,Wednesday
509,14 ST-UNION SQ,09/19/2019,108979.0,Thursday
510,145 ST,08/17/2019,23609.0,Saturday
511,145 ST,08/18/2019,18874.0,Sunday
512,145 ST,08/19/2019,29535.0,Monday
513,145 ST,08/20/2019,31140.0,Tuesday
514,145 ST,08/21/2019,30898.0,Wednesday
515,145 ST,08/22/2019,31424.0,Thursday
516,145 ST,08/23/2019,32250.0,Friday
517,145 ST,08/24/2019,24897.0,Saturday
518,145 ST,08/25/2019,20143.0,Sunday
519,145 ST,08/26/2019,30389.0,Monday
520,145 ST,08/27/2019,34784.0,Tuesday
521,145 ST,08/28/2019,34469.0,Wednesday
522,145 ST,08/29/2019,36012.0,Thursday
523,145 ST,08/30/2019,34214.0,Friday
524,145 ST,08/31/2019,23366.0,Saturday
525,145 ST,09/01/2019,19788.0,Sunday
526,145 ST,09/02/2019,17163.0,Monday
527,145 ST,09/03/2019,34937.0,Tuesday
528,145 ST,09/04/2019,36969.0,Wednesday
529,145 ST,09/05/2019,38125.0,Thursday
530,145 ST,09/06/2019,36326.0,Friday
531,145 ST,09/07/2019,26264.0,Saturday
532,145 ST,09/08/2019,20342.0,Sunday
533,145 ST,09/09/2019,37969.0,Monday
534,145 ST,09/10/2019,39124.0,Tuesday
535,145 ST,09/11/2019,39990.0,Wednesday
536,145 ST,09/12/2019,38899.0,Thursday
537,145 ST,09/13/2019,39153.0,Friday
538,145 ST,09/14/2019,20239.0,Saturday
