,STATION,DATE,DAILY_ENTRIES,day_of_week
3293,71 ST,09/16/2019,2850.0,Monday
3294,71 ST,09/17/2019,5781.0,Tuesday
3295,71 ST,09/18/2019,5935.0,Wednesday
3296,71 ST,09/19/2019,5956.0,Thursday
3297,71 ST,09/20/2019,5888.0,Friday
3298,72 ST,08/18/2019,16504.0,Sunday
3299,72 ST,08/19/2019,14308.0,Monday
3300,72 ST,08/20/2019,38656.0,Tuesday
3301,72 ST,08/21/2019,42849.0,Wednesday
3302,72 ST,08/22/2019,42168.0,Thursday
3303,72 ST,08/23/2019,41990.0,Friday
3304,72 ST,08/24/2019,37819.0,Saturday
3305,72 ST,08/25/2019,17620.0,Sunday
3306,72 ST,08/26/2019,15412.0,Monday
3307,72 ST,08/27/2019,32665.0,Tuesday
3308,72 ST,08/28/2019,39718.0,Wednesday
3309,72 ST,08/29/2019,41767.0,Thursday
3310,72 ST,08/30/2019,42599.0,Friday
3311,72 ST,08/31/2019,40544.0,Saturday
3312,72 ST,09/01/2019,27022.0,Sunday
3313,72 ST,09/02/2019,25630.0,Monday
3314,72 ST,09/03/2019,21592.0,Tuesday
3315,72 ST,09/04/2019,43956.0,Wednesday
3316,72 ST,09/05/2019,45498.0,Thursday
3317,72 ST,09/06/2019,54022.0,Friday
3318,72 ST,09/07/2019,45993.0,Saturday
3319,72 ST,09/08/2019,33998.0,Sunday
3320,72 ST,09/09/2019,28870.0,Monday
3321,72 ST,09/10/2019,46969.0,Tuesday
3322,72 ST,09/11/2019,49412.0,Wednesday
3323,72 ST,09/12/2019,60656.0,Thursday
3324,72 ST,09/13/2019,49124.0,Friday
3325,72 ST,09/14/2019,50369.0,Saturday
3326,72 ST,09/15/2019,33199.0,Sunday
3327,72 ST,09/16/2019,27701.0,Monday
3328,72 ST,09/17/2019,59417.0,Tuesday
3329,72 ST,09/18/2019,49611.0,Wednesday
3330,72 ST,09/19/2019,51129.0,Thursday
3331,72 ST,09/20/2019,51461.0,Friday
3332,72 ST-2 AVE,08/18/2019,13355.0,Sunday
3333,72 ST-2 AVE,08/19/2019,10227.0,Monday
3334,72 ST-2 AVE,08/20/2019,27188.0,Tuesday
3335,72 ST-2 AVE,08/21/2019,29148.0,Wednesday
3336,72 ST-2 AVE,08/22/2019,29012.0,Thursday
3337,72 ST-2 AVE,08/23/2019,29093.0,Friday
3338,72 ST-2 AVE,08/24/2019,27031.0,Saturday
3339,72 ST-2 AVE,08/25/2019,13476.0,Sunday
3340,72 ST-2 AVE,08/26/2019,10063.0,Monday
3341,72 ST-2 AVE,08/27/2019,26704.0,Tuesday
3342,72 ST-2 AVE,08/28/2019,29058.0,Wednesday
3343,72 ST-2 AVE,08/29/2019,29173.0,Thursday
3344,72 ST-2 AVE,08/30/2019,28739.0,Friday
3345,72 ST-2 AVE,08/31/2019,26120.0,Saturday
3346,72 ST-2 AVE,09/01/2019,12469.0,Sunday
3347,72 ST-2 AVE,09/02/2019,10555.0,Monday
3348,72 ST-2 AVE,09/03/2019,9130.0,Tuesday
3349,72 ST-2 AVE,09/04/2019,29405.0,Wednesday
3350,72 ST-2 AVE,09/05/2019,31724.0,Thursday
3351,72 ST-2 AVE,09/06/2019,32836.0,Friday
3352,72 ST-2 AVE,09/07/2019,32857.0,Saturday
3353,72 ST-2 AVE,09/08/2019,16801.0,Sunday
3354,72 ST-2 AVE,09/09/2019,12437.0,Monday
3355,72 ST-2 AVE,09/10/2019,31274.0,Tuesday
3356,72 ST-2 AVE,09/11/2019,33978.0,Wednesday
3357,72 ST-2 AVE,09/12/2019,34147.0,Thursday
3358,72 ST-2 AVE,09/13/2019,34098.0,Friday
3359,72 ST-2 AVE,09/14/2019,32969.0,Saturday
3360,72 ST-2 AVE,09/15/2019,16741.0,Sunday
3361,72 ST-2 AVE,09/16/2019,12822.0,Monday
3362,72 ST-2 AVE,09/17/2019,32419.0,Tuesday
3363,72 ST-2 AVE,09/18/2019,33243.0,Wednesday
3364,72 ST-2 AVE,09/19/2019,34094.0,Thursday
3365,72 ST-2 AVE,09/20/2019,34170.0,Friday
3366,74 ST-BROADWAY,08/18/2019,2573.0,Sunday
3367,74 ST-BROADWAY,08/19/2019,2037.0,Monday
3368,74 ST-BROADWAY,08/20/2019,2920.0,Tuesday
3369,74 ST-BROADWAY,08/21/2019,2899.0,Wednesday
3370,74 ST-BROADWAY,08/22/2019,2854.0,Thursday
3371,74 ST-BROADWAY,08/24/2019,5969.0,Saturday
3372,74 ST-BROADWAY,08/25/2019,2813.0,Sunday
3373,74 ST-BROADWAY,08/26/2019,2413.0,Monday
3374,74 ST-BROADWAY,08/27/2019,3137.0,Tuesday
3375,74 ST-BROADWAY,08/28/2019,2988.0,Wednesday
3376,74 ST-BROADWAY,08/29/2019,2913.0,Thursday
3377,74 ST-BROADWAY,08/30/2019,2903.0,Friday
3378,74 ST-BROADWAY,08/31/2019,3101.0,Saturday
3379,74 ST-BROADWAY,09/01/2019,2935.0,Sunday
3380,74 ST-BROADWAY,09/02/2019,2597.0,Monday
3381,74 ST-BROADWAY,09/03/2019,2179.0,Tuesday
3382,74 ST-BROADWAY,09/04/2019,3130.0,Wednesday
3383,74 ST-BROADWAY,09/05/2019,2979.0,Thursday
3384,74 ST-BROADWAY,09/06/2019,3239.0,Friday
3385,74 ST-BROADWAY,09/07/2019,3315.0,Saturday
3386,74 ST-BROADWAY,09/08/2019,3188.0,Sunday
3387,74 ST-BROADWAY,09/09/2019,2585.0,Monday
3388,74 ST-BROADWAY,09/10/2019,3302.0,Tuesday
3389,74 ST-BROADWAY,09/11/2019,3215.0,Wednesday
3390,74 ST-BROADWAY,09/12/2019,3230.0,Thursday
3391,74 ST-BROADWAY,09/13/2019,3122.0,Friday
3392,74 ST-BROADWAY,09/14/2019,3554.0,Saturday
3393,74 ST-BROADWAY,09/15/2019,3166.0,Sunday
3394,74 ST-BROADWAY,09/16/2019,2916.0,Monday
3395,74 ST-BROADWAY,09/17/2019,3303.0,Tuesday
3396,74 ST-BROADWAY,09/18/2019,3363.0,Wednesday
3397,74 ST-BROADWAY,09/19/2019,3253.0,Thursday
3398,74 ST-BROADWAY,09/20/2019,3344.0,Friday
3399,75 AV,08/18/2019,1289.0,Sunday
3400,75 AV,08/19/2019,929.0,Monday
3401,75 AV,08/20/2019,3216.0,Tuesday
3402,75 AV,08/21/2019,3509.0,Wednesday
3403,75 AV,08/22/2019,3386.0,Thursday
3404,75 AV,08/23/2019,3407.0,Friday
3405,75 AV,08/24/2019,3080.0,Saturday
3406,75 AV,08/25/2019,1597.0,Sunday
3407,75 AV,08/26/2019,1257.0,Monday
3408,75 AV,08/27/2019,3167.0,Tuesday
3409,75 AV,08/28/2019,3369.0,Wednesday
3410,75 AV,08/29/2019,3385.0,Thursday
3411,75 AV,08/30/2019,3322.0,Friday
3412,75 AV,08/31/2019,3013.0,Saturday
3413,75 AV,09/01/2019,1535.0,Sunday
3414,75 AV,09/02/2019,1309.0,Monday
3415,75 AV,09/03/2019,1070.0,Tuesday
3416,75 AV,09/04/2019,3525.0,Wednesday
3417,75 AV,09/05/2019,3627.0,Thursday
3418,75 AV,09/06/2019,3673.0,Friday
3419,75 AV,09/07/2019,3633.0,Saturday
3420,75 AV,09/08/2019,1803.0,Sunday
3421,75 AV,09/09/2019,1429.0,Monday
3422,75 AV,09/10/2019,3740.0,Tuesday
3423,75 AV,09/11/2019,3836.0,Wednesday
3424,75 AV,09/12/2019,3793.0,Thursday
3425,75 AV,09/13/2019,3859.0,Friday
3426,75 AV,09/14/2019,3782.0,Saturday
3427,75 AV,09/15/2019,1746.0,Sunday
3428,75 AV,09/16/2019,1388.0,Monday
3429,75 AV,09/17/2019,3709.0,Tuesday
3430,75 AV,09/18/2019,3743.0,Wednesday
3431,75 AV,09/19/2019,3865.0,Thursday
3432,75 AV,09/20/2019,3961.0,Friday
3433,75 ST-ELDERTS,08/18/2019,1918.0,Sunday
3434,75 ST-ELDERTS,08/19/2019,1531.0,Monday
3435,75 ST-ELDERTS,08/20/2019,3153.0,Tuesday
3436,75 ST-ELDERTS,08/21/2019,3197.0,Wednesday
3437,75 ST-ELDERTS,08/22/2019,3217.0,Thursday
3438,75 ST-ELDERTS,08/23/2019,3243.0,Friday
3439,75 ST-ELDERTS,08/24/2019,3129.0,Saturday
3440,75 ST-ELDERTS,08/25/2019,34.0,Sunday
3441,75 ST-ELDERTS,08/26/2019,24.0,Monday
3442,75 ST-ELDERTS,08/27/2019,3246.0,Tuesday
3443,75 ST-ELDERTS,08/28/2019,3399.0,Wednesday
3444,75 ST-ELDERTS,08/29/2019,3342.0,Thursday
3445,75 ST-ELDERTS,08/30/2019,3483.0,Friday
3446,75 ST-ELDERTS,08/31/2019,3199.0,Saturday
3447,75 ST-ELDERTS,09/01/2019,1981.0,Sunday
3448,75 ST-ELDERTS,09/02/2019,1648.0,Monday
3449,75 ST-ELDERTS,09/03/2019,1567.0,Tuesday
3450,75 ST-ELDERTS,09/04/2019,3567.0,Wednesday
3451,75 ST-ELDERTS,09/05/2019,3529.0,Thursday
3452,75 ST-ELDERTS,09/06/2019,3852.0,Friday
3453,75 ST-ELDERTS,09/07/2019,3936.0,Saturday
3454,75 ST-ELDERTS,09/08/2019,34.0,Sunday
3455,75 ST-ELDERTS,09/09/2019,25.0,Monday
3456,75 ST-ELDERTS,09/10/2019,4139.0,Tuesday
3457,75 ST-ELDERTS,09/11/2019,4041.0,Wednesday
3458,75 ST-ELDERTS,09/12/2019,4196.0,Thursday
3459,75 ST-ELDERTS,09/13/2019,4117.0,Friday
3460,75 ST-ELDERTS,09/14/2019,4056.0,Saturday
3461,75 ST-ELDERTS,09/15/2019,2076.0,Sunday
3462,75 ST-ELDERTS,09/16/2019,1662.0,Monday
3463,75 ST-ELDERTS,09/17/2019,4105.0,Tuesday
3464,75 ST-ELDERTS,09/18/2019,4123.0,Wednesday
3465,75 ST-ELDERTS,09/19/2019,4110.0,Thursday
3466,75 ST-ELDERTS,09/20/2019,4072.0,Friday
3467,77 ST,08/18/2019,14815.0,Sunday
3468,77 ST,08/19/2019,10920.0,Monday
3469,77 ST,08/20/2019,27011.0,Tuesday
3470,77 ST,08/21/2019,29375.0,Wednesday
3471,77 ST,08/22/2019,29199.0,Thursday
3472,77 ST,08/23/2019,28815.0,Friday
3473,77 ST,08/24/2019,27519.0,Saturday
3474,77 ST,08/25/2019,14945.0,Sunday
3475,77 ST,08/26/2019,11511.0,Monday
3476,77 ST,08/27/2019,26951.0,Tuesday
3477,77 ST,08/28/2019,28976.0,Wednesday
3478,77 ST,08/29/2019,29528.0,Thursday
3479,77 ST,08/30/2019,28726.0,Friday
3480,77 ST,08/31/2019,26959.0,Saturday
3481,77 ST,09/01/2019,14369.0,Sunday
3482,77 ST,09/02/2019,11593.0,Monday
3483,77 ST,09/03/2019,10906.0,Tuesday
3484,77 ST,09/04/2019,30307.0,Wednesday
3485,77 ST,09/05/2019,32178.0,Thursday
3486,77 ST,09/06/2019,33225.0,Friday
3487,77 ST,09/07/2019,34244.0,Saturday
3488,77 ST,09/08/2019,17536.0,Sunday
3489,77 ST,09/09/2019,12767.0,Monday
3490,77 ST,09/10/2019,32638.0,Tuesday
3491,77 ST,09/11/2019,34217.0,Wednesday
3492,77 ST,09/12/2019,34486.0,Thursday
3493,77 ST,09/13/2019,34292.0,Friday
3494,77 ST,09/14/2019,33681.0,Saturday
3495,77 ST,09/15/2019,15970.0,Sunday
3496,77 ST,09/16/2019,12314.0,Monday
3497,77 ST,09/17/2019,31944.0,Tuesday
3498,77 ST,09/18/2019,34044.0,Wednesday
3499,77 ST,09/19/2019,34389.0,Thursday
3500,77 ST,09/20/2019,34588.0,Friday
3501,79 ST,08/18/2019,3830.0,Sunday
3502,79 ST,08/19/2019,3140.0,Monday
3503,79 ST,08/20/2019,17157.0,Tuesday
3504,79 ST,08/21/2019,18660.0,Wednesday
3505,79 ST,08/22/2019,18703.0,Thursday
3506,79 ST,08/23/2019,18985.0,Friday
3507,79 ST,08/24/2019,18124.0,Saturday
3508,79 ST,08/25/2019,3704.0,Sunday
3509,79 ST,08/26/2019,3101.0,Monday
3510,79 ST,08/27/2019,16898.0,Tuesday
3511,79 ST,08/28/2019,18414.0,Wednesday
3512,79 ST,08/29/2019,18866.0,Thursday
3513,79 ST,08/30/2019,19006.0,Friday
3514,79 ST,08/31/2019,17899.0,Saturday
3515,79 ST,09/01/2019,11831.0,Sunday
3516,79 ST,09/02/2019,10818.0,Monday
3517,79 ST,09/03/2019,9884.0,Tuesday
3518,79 ST,09/04/2019,19620.0,Wednesday
3519,79 ST,09/05/2019,21244.0,Thursday
3520,79 ST,09/06/2019,22558.0,Friday
3521,79 ST,09/07/2019,22318.0,Saturday
3522,79 ST,09/08/2019,14412.0,Sunday
3523,79 ST,09/09/2019,11985.0,Monday
3524,79 ST,09/10/2019,21048.0,Tuesday
3525,79 ST,09/11/2019,22217.0,Wednesday
3526,79 ST,09/12/2019,22353.0,Thursday
3527,79 ST,09/13/2019,22323.0,Friday
3528,79 ST,09/14/2019,22519.0,Saturday
3529,79 ST,09/15/2019,13710.0,Sunday
3530,79 ST,09/16/2019,11592.0,Monday
3531,79 ST,09/17/2019,21655.0,Tuesday
3532,79 ST,09/18/2019,22562.0,Wednesday
3533,79 ST,09/19/2019,22870.0,Thursday
3534,79 ST,09/20/2019,22902.0,Friday
3535,8 AV,08/18/2019,22685.0,Sunday
3536,8 AV,08/19/2019,16801.0,Monday
3537,8 AV,08/20/2019,32422.0,Tuesday
3538,8 AV,08/21/2019,34132.0,Wednesday
3539,8 AV,08/22/2019,33396.0,Thursday
3540,8 AV,08/23/2019,33824.0,Friday
3541,8 AV,08/24/2019,34782.0,Saturday
3542,8 AV,08/25/2019,31758.0,Sunday
3543,8 AV,08/26/2019,26635.0,Monday
3544,8 AV,08/27/2019,32203.0,Tuesday
3545,8 AV,08/28/2019,33691.0,Wednesday
3546,8 AV,08/29/2019,32598.0,Thursday
3547,8 AV,08/30/2019,33916.0,Friday
3548,8 AV,08/31/2019,33441.0,Saturday
3549,8 AV,09/01/2019,24232.0,Sunday
3550,8 AV,09/02/2019,22321.0,Monday
3551,8 AV,09/03/2019,18015.0,Tuesday
3552,8 AV,09/04/2019,33765.0,Wednesday
3553,8 AV,09/05/2019,34843.0,Thursday
3554,8 AV,09/06/2019,36952.0,Friday
3555,8 AV,09/07/2019,36530.0,Saturday
3556,8 AV,09/08/2019,28228.0,Sunday
3557,8 AV,09/09/2019,23674.0,Monday
3558,8 AV,09/10/2019,36636.0,Tuesday
3559,8 AV,09/11/2019,36999.0,Wednesday
3560,8 AV,09/12/2019,37703.0,Thursday
3561,8 AV,09/13/2019,36348.0,Friday
3562,8 AV,09/14/2019,39178.0,Saturday
3563,8 AV,09/15/2019,25558.0,Sunday
3564,8 AV,09/16/2019,22579.0,Monday
3565,8 AV,09/17/2019,35457.0,Tuesday
3566,8 AV,09/18/2019,36657.0,Wednesday
3567,8 AV,09/19/2019,36726.0,Thursday
3568,8 AV,09/20/2019,38238.0,Friday
3569,8 ST-NYU,08/18/2019,10688.0,Sunday
3570,8 ST-NYU,08/19/2019,8419.0,Monday
3571,8 ST-NYU,08/20/2019,13639.0,Tuesday
3572,8 ST-NYU,08/21/2019,14698.0,Wednesday
3573,8 ST-NYU,08/22/2019,14866.0,Thursday
3574,8 ST-NYU,08/23/2019,14905.0,Friday
3575,8 ST-NYU,08/24/2019,14711.0,Saturday
3576,8 ST-NYU,08/25/2019,11122.0,Sunday
3577,8 ST-NYU,08/26/2019,9933.0,Monday
3578,8 ST-NYU,08/27/2019,14899.0,Tuesday
3579,8 ST-NYU,08/28/2019,15294.0,Wednesday
3580,8 ST-NYU,08/29/2019,15431.0,Thursday
3581,8 ST-NYU,08/30/2019,15790.0,Friday
3582,8 ST-NYU,08/31/2019,14463.0,Saturday
3583,8 ST-NYU,09/01/2019,7736.0,Sunday
3584,8 ST-NYU,09/02/2019,7012.0,Monday
3585,8 ST-NYU,09/03/2019,4835.0,Tuesday
3586,8 ST-NYU,09/04/2019,16304.0,Wednesday
3587,8 ST-NYU,09/05/2019,17713.0,Thursday
3588,8 ST-NYU,09/06/2019,18360.0,Friday
3589,8 ST-NYU,09/07/2019,18371.0,Saturday
3590,8 ST-NYU,09/08/2019,12307.0,Sunday
3591,8 ST-NYU,09/09/2019,9694.0,Monday
3592,8 ST-NYU,09/10/2019,16981.0,Tuesday
3593,8 ST-NYU,09/11/2019,17669.0,Wednesday
3594,8 ST-NYU,09/12/2019,18454.0,Thursday
3595,8 ST-NYU,09/13/2019,19086.0,Friday
3596,8 ST-NYU,09/14/2019,19197.0,Saturday
3597,8 ST-NYU,09/15/2019,11909.0,Sunday
3598,8 ST-NYU,09/16/2019,9127.0,Monday
3599,8 ST-NYU,09/17/2019,17661.0,Tuesday
3600,8 ST-NYU,09/18/2019,18392.0,Wednesday
3601,8 ST-NYU,09/19/2019,19173.0,Thursday
3602,8 ST-NYU,09/20/2019,19287.0,Friday
3603,80 ST,08/18/2019,2472.0,Sunday
3604,80 ST,08/19/2019,1891.0,Monday
3605,80 ST,08/20/2019,3859.0,Tuesday
3606,80 ST,08/21/2019,4013.0,Wednesday
3607,80 ST,08/22/2019,3957.0,Thursday
3608,80 ST,08/23/2019,4123.0,Friday
3609,80 ST,08/24/2019,3919.0,Saturday
3610,80 ST,08/25/2019,2554.0,Sunday
3611,80 ST,08/26/2019,2006.0,Monday
3612,80 ST,08/27/2019,3755.0,Tuesday
3613,80 ST,08/28/2019,4225.0,Wednesday
3614,80 ST,08/29/2019,4225.0,Thursday
3615,80 ST,08/30/2019,4372.0,Friday
3616,80 ST,08/31/2019,4073.0,Saturday
3617,80 ST,09/01/2019,2398.0,Sunday
3618,80 ST,09/02/2019,1937.0,Monday
3619,80 ST,09/03/2019,1746.0,Tuesday
3620,80 ST,09/04/2019,4343.0,Wednesday
3621,80 ST,09/05/2019,4412.0,Thursday
3622,80 ST,09/06/2019,4501.0,Friday
3623,80 ST,09/07/2019,4372.0,Saturday
3624,80 ST,09/08/2019,2689.0,Sunday
3625,80 ST,09/09/2019,1964.0,Monday
3626,80 ST,09/10/2019,4535.0,Tuesday
3627,80 ST,09/11/2019,4839.0,Wednesday
3628,80 ST,09/12/2019,4835.0,Thursday
3629,80 ST,09/13/2019,4779.0,Friday
3630,80 ST,09/14/2019,4585.0,Saturday
3631,80 ST,09/15/2019,2589.0,Sunday
3632,80 ST,09/16/2019,1932.0,Monday
3633,80 ST,09/17/2019,4652.0,Tuesday
3634,80 ST,09/18/2019,4794.0,Wednesday
3635,80 ST,09/19/2019,5009.0,Thursday
3636,80 ST,09/20/2019,4784.0,Friday
3637,81 ST-MUSEUM,08/18/2019,14645.0,Sunday
3638,81 ST-MUSEUM,08/19/2019,14135.0,Monday
3639,81 ST-MUSEUM,08/20/2019,12606.0,Tuesday
3640,81 ST-MUSEUM,08/21/2019,12530.0,Wednesday
3641,81 ST-MUSEUM,08/22/2019,13931.0,Thursday
3642,81 ST-MUSEUM,08/23/2019,13137.0,Friday
3643,81 ST-MUSEUM,08/24/2019,14065.0,Saturday
3644,81 ST-MUSEUM,08/25/2019,14368.0,Sunday
3645,81 ST-MUSEUM,08/26/2019,13442.0,Monday
3646,81 ST-MUSEUM,08/27/2019,11863.0,Tuesday
3647,81 ST-MUSEUM,08/28/2019,12312.0,Wednesday
3648,81 ST-MUSEUM,08/29/2019,13686.0,Thursday
3649,81 ST-MUSEUM,08/30/2019,12071.0,Friday
3650,81 ST-MUSEUM,08/31/2019,12618.0,Saturday
3651,81 ST-MUSEUM,09/01/2019,10540.0,Sunday
3652,81 ST-MUSEUM,09/02/2019,10924.0,Monday
3653,81 ST-MUSEUM,09/03/2019,10789.0,Tuesday
3654,81 ST-MUSEUM,09/04/2019,11092.0,Wednesday
3655,81 ST-MUSEUM,09/05/2019,13311.0,Thursday
3656,81 ST-MUSEUM,09/06/2019,13421.0,Friday
3657,81 ST-MUSEUM,09/07/2019,16365.0,Saturday
3658,81 ST-MUSEUM,09/08/2019,9763.0,Sunday
3659,81 ST-MUSEUM,09/09/2019,8725.0,Monday
3660,81 ST-MUSEUM,09/10/2019,12293.0,Tuesday
3661,81 ST-MUSEUM,09/11/2019,13168.0,Wednesday
3662,81 ST-MUSEUM,09/12/2019,13200.0,Thursday
3663,81 ST-MUSEUM,09/13/2019,14545.0,Friday
3664,81 ST-MUSEUM,09/14/2019,13365.0,Saturday
3665,81 ST-MUSEUM,09/15/2019,9263.0,Sunday
3666,81 ST-MUSEUM,09/16/2019,8411.0,Monday
3667,81 ST-MUSEUM,09/17/2019,12911.0,Tuesday
3668,81 ST-MUSEUM,09/18/2019,13399.0,Wednesday
3669,81 ST-MUSEUM,09/19/2019,13298.0,Thursday
3670,81 ST-MUSEUM,09/20/2019,13616.0,Friday
3671,82 ST-JACKSON H,08/18/2019,10742.0,Sunday
3672,82 ST-JACKSON H,08/19/2019,8147.0,Monday
3673,82 ST-JACKSON H,08/20/2019,14593.0,Tuesday
3674,82 ST-JACKSON H,08/21/2019,14940.0,Wednesday
3675,82 ST-JACKSON H,08/22/2019,14186.0,Thursday
3676,82 ST-JACKSON H,08/23/2019,14620.0,Friday
3677,82 ST-JACKSON H,08/24/2019,14707.0,Saturday
3678,82 ST-JACKSON H,08/25/2019,12051.0,Sunday
3679,82 ST-JACKSON H,08/26/2019,9200.0,Monday
3680,82 ST-JACKSON H,08/27/2019,14288.0,Tuesday
3681,82 ST-JACKSON H,08/28/2019,14897.0,Wednesday
3682,82 ST-JACKSON H,08/29/2019,14671.0,Thursday
3683,82 ST-JACKSON H,08/30/2019,15077.0,Friday
3684,82 ST-JACKSON H,08/31/2019,14853.0,Saturday
3685,82 ST-JACKSON H,09/01/2019,12047.0,Sunday
3686,82 ST-JACKSON H,09/02/2019,9602.0,Monday
3687,82 ST-JACKSON H,09/03/2019,8437.0,Tuesday
3688,82 ST-JACKSON H,09/04/2019,16024.0,Wednesday
3689,82 ST-JACKSON H,09/05/2019,15534.0,Thursday
3690,82 ST-JACKSON H,09/06/2019,15879.0,Friday
3691,82 ST-JACKSON H,09/07/2019,16059.0,Saturday
3692,82 ST-JACKSON H,09/08/2019,12841.0,Sunday
3693,82 ST-JACKSON H,09/09/2019,9690.0,Monday
3694,82 ST-JACKSON H,09/10/2019,16531.0,Tuesday
3695,82 ST-JACKSON H,09/11/2019,16519.0,Wednesday
3696,82 ST-JACKSON H,09/12/2019,16646.0,Thursday
3697,82 ST-JACKSON H,09/13/2019,16236.0,Friday
3698,82 ST-JACKSON H,09/14/2019,16949.0,Saturday
3699,82 ST-JACKSON H,09/15/2019,12527.0,Sunday
3700,82 ST-JACKSON H,09/16/2019,9773.0,Monday
3701,82 ST-JACKSON H,09/17/2019,16382.0,Tuesday
3702,82 ST-JACKSON H,09/18/2019,16593.0,Wednesday
3703,82 ST-JACKSON H,09/19/2019,16496.0,Thursday
3704,82 ST-JACKSON H,09/20/2019,16607.0,Friday
3705,85 ST-FOREST PK,08/18/2019,2216.0,Sunday
3706,85 ST-FOREST PK,08/19/2019,1750.0,Monday
3707,85 ST-FOREST PK,08/20/2019,3389.0,Tuesday
3708,85 ST-FOREST PK,08/21/2019,3463.0,Wednesday
3709,85 ST-FOREST PK,08/22/2019,3426.0,Thursday
3710,85 ST-FOREST PK,08/23/2019,3506.0,Friday
3711,85 ST-FOREST PK,08/24/2019,3480.0,Saturday
3712,85 ST-FOREST PK,08/25/2019,28.0,Sunday
3713,85 ST-FOREST PK,08/26/2019,26.0,Monday
3714,85 ST-FOREST PK,08/27/2019,3394.0,Tuesday
3715,85 ST-FOREST PK,08/28/2019,3713.0,Wednesday
3716,85 ST-FOREST PK,08/29/2019,3603.0,Thursday
3717,85 ST-FOREST PK,08/30/2019,3688.0,Friday
3718,85 ST-FOREST PK,08/31/2019,3572.0,Saturday
3719,85 ST-FOREST PK,09/01/2019,2126.0,Sunday
3720,85 ST-FOREST PK,09/02/2019,1738.0,Monday
3721,85 ST-FOREST PK,09/03/2019,1674.0,Tuesday
3722,85 ST-FOREST PK,09/04/2019,3703.0,Wednesday
3723,85 ST-FOREST PK,09/05/2019,3808.0,Thursday
3724,85 ST-FOREST PK,09/06/2019,3990.0,Friday
3725,85 ST-FOREST PK,09/07/2019,3865.0,Saturday
3726,85 ST-FOREST PK,09/08/2019,32.0,Sunday
3727,85 ST-FOREST PK,09/09/2019,16.0,Monday
3728,85 ST-FOREST PK,09/10/2019,4015.0,Tuesday
3729,85 ST-FOREST PK,09/11/2019,4150.0,Wednesday
3730,85 ST-FOREST PK,09/12/2019,4143.0,Thursday
3731,85 ST-FOREST PK,09/13/2019,4119.0,Friday
3732,85 ST-FOREST PK,09/14/2019,4172.0,Saturday
3733,85 ST-FOREST PK,09/15/2019,2290.0,Sunday
3734,85 ST-FOREST PK,09/16/2019,1810.0,Monday
3735,85 ST-FOREST PK,09/17/2019,4067.0,Tuesday
3736,85 ST-FOREST PK,09/18/2019,4191.0,Wednesday
3737,85 ST-FOREST PK,09/19/2019,4193.0,Thursday
3738,85 ST-FOREST PK,09/20/2019,4232.0,Friday
3739,86 ST,08/18/2019,41227.0,Sunday
3740,86 ST,08/19/2019,31380.0,Monday
3741,86 ST,08/20/2019,70493.0,Tuesday
3742,86 ST,08/21/2019,75945.0,Wednesday
3743,86 ST,08/22/2019,75561.0,Thursday
3744,86 ST,08/23/2019,75311.0,Friday
3745,86 ST,08/24/2019,72864.0,Saturday
3746,86 ST,08/25/2019,43052.0,Sunday
3747,86 ST,08/26/2019,32927.0,Monday
3748,86 ST,08/27/2019,70347.0,Tuesday
3749,86 ST,08/28/2019,76786.0,Wednesday
3750,86 ST,08/29/2019,76620.0,Thursday
3751,86 ST,08/30/2019,76285.0,Friday
3752,86 ST,08/31/2019,72087.0,Saturday
3753,86 ST,09/01/2019,44526.0,Sunday
3754,86 ST,09/02/2019,36885.0,Monday
3755,86 ST,09/03/2019,35559.0,Tuesday
3756,86 ST,09/04/2019,81218.0,Wednesday
3757,86 ST,09/05/2019,86234.0,Thursday
3758,86 ST,09/06/2019,89515.0,Friday
3759,86 ST,09/07/2019,90477.0,Saturday
3760,86 ST,09/08/2019,53366.0,Sunday
3761,86 ST,09/09/2019,40592.0,Monday
3762,86 ST,09/10/2019,87193.0,Tuesday
3763,86 ST,09/11/2019,92099.0,Wednesday
3764,86 ST,09/12/2019,91630.0,Thursday
3765,86 ST,09/13/2019,92568.0,Friday
3766,86 ST,09/14/2019,91669.0,Saturday
3767,86 ST,09/15/2019,51087.0,Sunday
3768,86 ST,09/16/2019,39774.0,Monday
3769,86 ST,09/17/2019,88055.0,Tuesday
3770,86 ST,09/18/2019,93943.0,Wednesday
3771,86 ST,09/19/2019,93408.0,Thursday
3772,86 ST,09/20/2019,94543.0,Friday
3773,86 ST-2 AVE,08/18/2019,15369.0,Sunday
3774,86 ST-2 AVE,08/19/2019,11059.0,Monday
3775,86 ST-2 AVE,08/20/2019,22753.0,Tuesday
3776,86 ST-2 AVE,08/21/2019,24619.0,Wednesday
3777,86 ST-2 AVE,08/22/2019,24689.0,Thursday
3778,86 ST-2 AVE,08/23/2019,24622.0,Friday
3779,86 ST-2 AVE,08/24/2019,23953.0,Saturday
3780,86 ST-2 AVE,08/25/2019,15223.0,Sunday
3781,86 ST-2 AVE,08/26/2019,11345.0,Monday
3782,86 ST-2 AVE,08/27/2019,22337.0,Tuesday
3783,86 ST-2 AVE,08/28/2019,24240.0,Wednesday
3784,86 ST-2 AVE,08/29/2019,24493.0,Thursday
3785,86 ST-2 AVE,08/30/2019,24091.0,Friday
3786,86 ST-2 AVE,08/31/2019,22438.0,Saturday
